AGS;Name;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;AfD;FDP;DIE LINKE;GRÜNE;CSU;FREIE WÄHLER;Die PARTEI;Tierschutzpartei;NPD;PIRATEN;ÖDP;V-Partei³;DiB;BP;Tierschutzallianz;MLPD;Gesundheitsforschung;MENSCHLICHE WELT;DKP;Die Grauen;BüSo;Die Humanisten;Gartenpartei;du.;SGP;dieBasis;Bündnis C;BÜRGERBEWEGUNG;III. Weg;Bündnis21;LIEBE;LKR;PdF;LfK;SSW;Team Todenhöfer;UNABHÄNGIGE;Volt
6432;Darmstadt-Dieburg;213688;166618;2107;164511;35879;47486;12921;20496;6529;27161;0;2576;1637;2736;170;683;206;158;0;0;0;68;237;0;128;0;0;152;0;0;0;2779;306;0;0;81;0;45;0;0;0;937;0;1140
6433;Groß-Gerau;174082;129261;1677;127584;27301;37973;11246;14999;5394;18928;0;2478;1387;2163;149;545;137;141;0;0;0;81;214;0;92;0;0;175;0;0;0;1462;157;0;0;56;0;39;0;0;0;1998;0;469
6434;Hochtaunuskreis;163309;133109;1073;132036;36123;28536;8693;22902;3992;22955;0;1830;951;1716;92;551;130;114;0;0;0;12;161;0;29;0;0;140;0;0;0;1662;92;0;0;62;0;42;0;0;0;572;0;679
6435;Main-Kinzig-Kreis;297502;225899;3069;222830;52217;60895;25035;28832;7934;28935;0;4409;2046;4255;433;892;248;224;0;0;0;50;427;0;78;0;0;272;0;0;0;2865;186;0;0;87;0;54;0;0;0;1597;0;859
6436;Main-Taunus-Kreis;165007;132823;1228;131595;34796;29684;9040;21229;4131;22796;0;2213;1109;1793;103;443;142;123;0;0;0;27;188;0;17;0;0;137;0;0;0;1596;86;0;0;49;0;29;0;0;0;1029;0;835
6437;Odenwaldkreis;70263;52627;810;51817;11720;16410;5563;6081;1984;5681;0;975;418;916;78;163;53;46;0;0;0;25;96;0;23;0;0;45;0;0;0;1047;68;0;0;17;0;19;0;0;0;170;0;219
6438;Offenbach;237150;178661;2768;175893;44741;42976;13979;24705;6100;28358;0;2932;1508;2845;148;842;162;187;0;0;0;28;267;0;53;0;0;161;0;0;0;2647;133;0;0;55;0;52;0;0;0;1803;0;1211
6439;Rheingau-Taunus-Kreis;138706;110891;1102;109789;26924;28502;8954;15650;3625;17510;0;2190;912;1772;113;426;112;128;0;0;0;19;157;0;25;0;0;133;0;0;0;1589;158;0;0;35;0;44;0;0;0;301;0;510
6440;Wetteraukreis;225537;175341;2289;173052;40778;45870;16141;23665;5996;25715;0;3844;1485;2990;626;989;176;190;0;0;0;28;303;0;37;0;0;162;0;0;0;2384;149;0;0;70;0;46;0;0;0;737;0;671
6531;Gießen;199542;149069;2144;146925;32552;39986;12795;15692;7579;25826;0;3438;1743;2133;189;506;225;167;0;0;0;29;179;0;104;0;0;205;0;0;0;1757;232;0;0;48;0;43;0;0;0;620;0;877
6532;Lahn-Dill-Kreis;188484;138812;1684;137128;34434;40256;16388;15708;4486;14720;0;2705;1470;2033;363;410;228;107;0;0;0;16;216;0;67;0;0;110;0;0;0;1803;515;0;0;33;0;34;0;0;0;683;0;343
6533;Limburg-Weilburg;128800;97154;1129;96025;26161;26625;9419;12295;2796;11324;0;1950;691;1559;158;490;65;76;0;0;0;9;148;0;16;0;0;78;0;0;0;1290;90;0;0;32;0;21;0;0;0;320;0;412
6534;Marburg-Biedenkopf;181588;141581;1312;140269;31042;42098;12558;14789;8089;22347;0;1767;1178;1863;176;453;291;115;0;0;0;23;177;0;61;0;0;133;0;0;0;1828;275;0;0;43;0;32;0;0;0;497;0;434
6535;Vogelsbergkreis;83998;64360;951;63409;15613;19462;8010;7149;2324;5831;0;1554;527;886;149;189;70;55;0;0;0;10;118;0;27;0;0;38;0;0;0;963;96;0;0;25;0;7;0;0;0;126;0;180
6611;Kassel, documenta-Stadt;137258;98835;1042;97793;15444;27979;6699;9629;8140;22571;0;1002;1169;1308;75;468;127;109;0;0;0;114;120;0;73;0;0;130;0;0;0;1268;120;0;0;25;0;13;0;0;0;882;0;328
6631;Fulda;169000;132799;1391;131408;42971;27057;17439;17162;3419;13547;0;2361;1103;1589;181;370;163;121;0;0;0;17;190;0;25;0;0;113;0;0;0;1861;410;0;0;56;0;49;0;0;0;330;0;874
6632;Hersfeld-Rotenburg;92118;70127;1005;69122;14699;26115;8906;7418;2059;5470;0;1126;537;937;123;196;39;35;0;0;0;18;109;0;8;0;0;46;0;0;0;704;176;0;0;46;0;13;0;0;0;137;0;205
6633;Kassel;187564;145753;2164;143589;29199;55085;12844;15201;5210;16619;0;2291;1090;2295;158;530;114;105;0;0;0;47;235;0;29;0;0;100;0;0;0;1390;158;0;0;46;0;37;0;0;0;564;0;242
6634;Schwalm-Eder-Kreis;141354;108617;1767;106850;22135;39469;11476;11534;3389;10832;0;2799;950;1589;183;403;93;63;0;0;0;13;204;0;17;0;0;68;0;0;0;1018;152;0;0;39;0;34;0;0;0;216;0;174
6635;Waldeck-Frankenberg;122315;89228;1417;87811;21710;28443;9068;10794;2631;9190;0;1963;637;1096;130;249;73;35;0;0;0;14;125;0;40;0;0;61;0;0;0;1102;134;0;0;27;0;12;0;0;0;141;0;136
6636;Werra-Meißner-Kreis;79768;60778;874;59904;13168;22464;5993;5389;2465;6125;0;1608;451;839;78;147;82;36;0;0;0;17;101;0;16;0;0;35;0;0;0;640;28;0;0;44;0;9;0;0;0;61;0;108
7111;Koblenz, kreisfreie Stadt;82526;61749;462;61287;14659;16576;3975;7002;2549;11335;0;1724;620;678;33;373;154;88;58;0;0;13;0;0;0;0;0;74;0;0;0;687;0;0;0;0;0;27;0;0;0;319;0;343
7131;Ahrweiler;100730;76960;659;76301;22848;20933;4816;9328;1935;10133;0;2401;593;1024;78;345;202;59;57;0;0;11;0;0;0;0;0;64;0;0;0;748;0;0;0;0;0;33;0;0;0;387;0;306
7132;Altenkirchen (Westerwald);99851;75958;630;75328;20920;22931;7561;8743;2316;6813;0;2063;781;1101;112;287;110;50;48;0;0;21;0;0;0;0;0;57;0;0;0;966;0;0;0;0;0;23;0;0;0;216;0;209
7133;Bad Kreuznach;119761;91666;935;90731;22422;29012;8219;10437;2953;9738;0;2649;720;1378;97;339;440;70;49;0;0;18;0;0;0;0;0;80;0;0;0;1297;0;0;0;0;0;79;0;0;0;271;0;463
7134;Birkenfeld;62619;46443;516;45927;11011;15247;5291;5267;1501;3165;0;1967;462;676;81;158;97;42;43;0;0;12;0;0;0;0;0;35;0;0;0;633;0;0;0;0;0;26;0;0;0;68;0;145
7135;Cochem-Zell;48546;38184;394;37790;12701;10303;2865;4464;933;3166;0;1556;289;533;35;139;66;31;26;0;0;5;0;0;0;0;0;22;0;0;0;402;0;0;0;0;0;12;0;0;0;63;0;179
7137;Mayen-Koblenz;166051;127280;1165;126115;35196;37487;10656;14579;3288;14024;0;4588;1088;1705;108;575;240;102;91;0;0;19;0;0;0;0;0;89;0;0;0;1353;0;0;0;0;0;45;0;0;0;437;0;445
7138;Neuwied;138267;105879;914;104965;27418;31087;9943;12008;3101;12117;0;3797;965;1445;102;414;135;102;51;0;0;10;0;0;0;0;0;96;0;0;0;1320;0;0;0;0;0;47;0;0;0;476;0;331
7140;Rhein-Hunsrück-Kreis;80453;63461;647;62814;16867;18055;5820;8095;1817;6140;0;2459;539;844;69;237;206;63;39;0;0;10;0;0;0;0;0;50;0;0;0;914;0;0;0;0;0;25;0;0;0;140;0;425
7141;Rhein-Lahn-Kreis;94277;72716;743;71973;16707;24143;6208;7670;2262;7901;0;3149;735;1139;71;253;132;68;49;0;0;14;0;0;0;0;0;53;0;0;0;966;0;0;0;0;0;32;0;0;0;164;0;257
7143;Westerwaldkreis;155376;121053;1028;120025;33615;35327;10658;14297;3311;12131;0;4406;1230;1717;147;440;145;102;74;0;0;19;0;0;0;0;0;111;0;0;0;1456;0;0;0;0;0;48;0;0;0;439;0;352
7211;Trier, kreisfreie Stadt;78348;58177;414;57763;11459;16366;3316;6276;3149;12519;0;1276;679;667;40;243;174;81;60;0;0;11;0;0;0;0;0;101;0;0;0;695;0;0;0;0;0;14;0;0;0;191;0;446
7231;Bernkastel-Wittlich;85718;66259;764;65495;18999;18877;4993;7832;1890;6188;0;3449;513;867;49;231;190;47;47;0;0;5;0;0;0;0;0;41;0;0;0;871;0;0;0;0;0;28;0;0;0;125;0;253
7232;Eifelkreis Bitburg-Prüm;71963;54344;665;53679;15612;14693;3435;5891;1249;4916;0;5539;424;620;51;136;140;28;25;0;0;3;0;0;0;0;0;34;0;0;0;601;0;0;0;0;0;17;0;0;0;87;0;178
7233;Vulkaneifel;47915;36918;380;36538;11571;10430;2742;4379;1101;3231;0;1277;372;454;27;127;128;24;29;0;0;8;0;0;0;0;0;28;0;0;0;416;0;0;0;0;0;13;0;0;0;56;0;125
7235;Trier-Saarburg;112182;88994;1126;87868;23119;27757;5685;9930;2563;10189;0;4103;828;1336;74;295;189;63;56;0;0;19;0;0;0;0;0;78;0;0;0;983;0;0;0;0;0;36;0;0;0;152;0;413
7311;Frankenthal (Pfalz), kreisfreie Stadt;32565;23249;254;22995;5701;6682;2922;2588;670;2467;0;673;200;379;41;87;29;18;21;0;0;4;0;0;0;0;0;36;0;0;0;231;0;0;0;0;0;10;0;0;0;150;0;86
7312;Kaiserslautern, kreisfreie Stadt;69296;48513;496;48017;8946;13826;5772;5361;2298;7237;0;1617;523;782;64;241;94;48;45;0;0;18;0;0;0;0;0;85;0;0;0;539;0;0;0;0;0;27;0;0;0;184;0;310
7313;Landau in der Pfalz, kreisfreie Stadt;35938;27951;194;27757;5295;7283;1888;3199;1477;6148;0;629;310;430;27;127;88;44;46;0;0;8;0;0;0;0;0;37;0;0;0;453;0;0;0;0;0;6;0;0;0;89;0;173
7314;Ludwigshafen am Rhein, kreisfreie Stadt;100197;67896;729;67167;12908;20786;8465;7675;2464;8111;0;1997;597;1292;120;337;98;68;76;0;0;45;0;0;0;0;0;70;0;0;0;740;0;0;0;0;0;45;0;0;0;881;0;392
7315;Mainz, kreisfreie Stadt;148407;119437;707;118730;22666;29835;5166;13207;6650;32527;0;1751;975;957;46;528;742;143;116;0;0;25;0;0;0;0;0;209;0;0;0;1049;0;0;0;0;0;38;0;0;0;928;0;1172
7316;Neustadt an der Weinstraße, kreisfreie Stadt;40680;31594;245;31349;7421;8147;3161;3744;864;4995;0;1493;217;357;26;105;76;36;25;0;0;3;0;0;0;0;0;30;0;0;0;385;0;0;0;0;0;9;0;0;0;76;0;179
7317;Pirmasens, kreisfreie Stadt;30507;20113;324;19789;4785;5805;3050;2229;643;1252;0;495;266;670;69;79;13;23;22;0;0;6;0;0;0;0;0;19;0;0;0;254;0;0;0;0;0;8;0;0;0;34;0;67
7318;Speyer, kreisfreie Stadt;35930;26990;244;26746;5797;7289;2669;3289;1077;4415;0;638;246;406;18;99;71;36;25;0;0;5;0;0;0;0;0;23;0;0;0;386;0;0;0;0;0;9;0;0;0;86;0;162
7319;Worms, kreisfreie Stadt;57136;40286;579;39707;8891;12066;4755;4364;1375;4778;0;863;329;667;65;246;93;47;27;0;0;6;0;0;0;0;0;36;0;0;0;641;0;0;0;0;0;21;0;0;0;224;0;213
7320;Zweibrücken, kreisfreie Stadt;25747;18512;205;18307;3723;6027;2408;2029;696;1740;0;486;250;431;34;88;33;22;11;0;0;8;0;0;0;0;0;15;0;0;0;217;0;0;0;0;0;4;0;0;0;35;0;50
7331;Alzey-Worms;98411;78356;819;77537;17613;23699;8598;9670;2198;8668;0;2546;518;1240;149;399;200;79;43;0;0;20;0;0;0;0;0;103;0;0;0;1056;0;0;0;0;0;43;0;0;0;269;0;426
7332;Bad Dürkheim;104771;84439;783;83656;19908;24094;8461;10870;2149;10436;0;3222;551;1301;100;271;123;75;63;0;0;11;0;0;0;0;0;96;0;0;0;1226;0;0;0;0;0;34;0;0;0;213;0;452
7333;Donnersbergkreis;58416;44818;462;44356;9047;14607;5373;4721;1388;4230;0;2417;407;887;86;191;64;46;29;0;0;8;0;0;0;0;0;32;0;0;0;539;0;0;0;0;0;37;0;0;0;106;0;141
7334;Germersheim;93969;72915;699;72216;17346;19717;9123;9279;2059;7780;0;2480;628;1318;88;258;186;82;69;0;0;22;0;0;0;0;0;68;0;0;0;964;0;0;0;0;0;34;0;0;0;426;0;289
7335;Kaiserslautern;80624;62878;725;62153;14592;18807;8258;6365;2087;5349;0;3202;584;1250;128;198;95;37;42;0;0;10;0;0;0;0;0;56;0;0;0;722;0;0;0;0;0;31;0;0;0;130;0;210
7336;Kusel;55944;43455;476;42979;8363;15692;5550;3789;1612;3163;0;2329;416;878;92;164;41;27;26;0;0;6;0;0;0;0;0;28;0;0;0;572;0;0;0;0;0;19;0;0;0;80;0;132
7337;Südliche Weinstraße;87093;70393;690;69703;16780;20028;6691;8642;2062;8954;0;2384;577;1350;103;274;197;68;67;0;0;8;0;0;0;0;0;46;0;0;0;972;0;0;0;0;0;33;0;0;0;150;0;317
7338;Rhein-Pfalz-Kreis;116242;94571;904;93667;23313;26018;9896;12078;2307;11653;0;3146;729;1612;125;336;153;113;94;0;0;26;0;0;0;0;0;83;0;0;0;1134;0;0;0;0;0;57;0;0;0;381;0;413
7339;Mainz-Bingen;158619;131227;1091;130136;31037;37945;9347;16032;4263;21009;0;3194;992;1773;113;687;450;117;94;0;0;22;0;0;0;0;0;158;0;0;0;1535;0;0;0;0;0;51;0;0;0;461;0;856
7340;Südwestpfalz;78260;63387;801;62586;17277;17957;7469;7122;1866;4517;0;2431;691;1595;111;223;67;53;53;0;0;10;0;0;0;0;0;41;0;0;0;796;0;0;0;0;0;23;0;0;0;84;0;200
8111;Stuttgart, Stadtkreis;370769;291102;1568;289534;59939;61201;16132;46309;14866;72780;0;2294;2531;2639;96;1165;637;0;277;0;0;230;166;0;104;0;0;370;0;0;0;3410;322;320;0;57;0;38;0;0;0;2152;0;1499
8115;Böblingen;261193;208175;1308;206867;54146;42458;17927;37458;5428;34674;0;3534;1528;1905;157;746;474;0;206;0;0;103;194;0;34;0;0;204;0;0;0;2785;510;275;0;68;0;53;0;0;0;1318;0;682
8116;Esslingen;362474;289473;1927;287546;73835;62183;23305;48174;8236;50358;0;4519;2498;3264;199;933;702;0;333;0;0;144;333;0;53;0;0;319;0;0;0;4589;632;311;0;87;0;71;0;0;0;1792;0;676
8117;Göppingen;177107;135606;1183;134423;35079;31422;15412;21723;3338;16916;0;2525;1176;1660;150;504;293;0;122;0;0;59;161;0;16;0;0;85;0;0;0;2340;158;177;0;55;0;31;0;0;0;685;0;336
8118;Ludwigsburg;362801;290620;1769;288851;72149;64117;25439;46196;8531;50762;0;4846;2468;3064;245;1009;912;0;316;0;0;100;278;0;49;0;0;294;0;0;0;4379;522;424;0;96;0;62;0;0;0;1671;0;922
8119;Rems-Murr-Kreis;295389;232553;1487;231066;58710;49811;22672;40202;6525;34696;0;3271;2111;2684;210;1153;656;0;228;0;0;91;249;0;45;0;0;232;0;0;0;5002;599;290;0;58;0;57;0;0;0;948;0;566
8121;Heilbronn, Stadtkreis;75517;53729;492;53237;11674;12428;6531;8650;1899;8105;0;669;630;485;44;182;115;0;59;0;0;48;68;0;11;0;0;71;0;0;0;775;85;48;0;19;0;11;0;0;0;428;0;202
8125;Heilbronn;243164;192323;1686;190637;46809;42230;24511;32092;4730;24256;0;3702;2100;2277;363;632;625;0;163;0;0;70;262;0;19;0;0;263;0;0;0;3215;488;258;0;66;0;62;0;0;0;965;0;479
8126;Hohenlohekreis;82391;63999;569;63430;15948;13722;8537;10415;1659;7903;0;1256;529;789;171;213;204;0;30;0;0;12;91;0;10;0;0;49;0;0;0;1210;207;81;0;25;0;17;0;0;0;146;0;206
8127;Schwäbisch Hall;143483;108688;888;107800;25999;23550;13250;17435;3321;14831;0;1685;1143;1188;161;395;512;0;77;0;0;55;151;0;15;0;0;95;0;0;0;2795;443;120;0;36;0;23;0;0;0;273;0;247
8128;Main-Tauber-Kreis;101140;79500;801;78699;23956;17016;8960;9861;2102;9355;0;2651;836;877;113;248;404;0;59;0;0;13;130;0;3;0;0;58;0;0;0;1454;120;87;0;29;0;26;0;0;0;159;0;182
8135;Heidenheim;92927;69621;593;69028;16398;17516;8322;9770;2037;8586;0;1479;650;811;101;277;260;0;82;0;0;60;102;0;45;0;0;61;0;0;0;1790;128;56;0;18;0;11;0;0;0;328;0;140
8136;Ostalbkreis;231207;178758;1434;177324;50722;39235;18396;26986;4904;23621;0;3338;1688;1879;224;604;334;0;106;0;0;83;215;0;20;0;0;138;0;0;0;3174;319;193;0;52;0;44;0;0;0;613;0;436
8211;Baden-Baden, Stadtkreis;38068;28262;217;28045;7845;6101;2273;4291;847;4821;0;365;177;309;13;81;41;0;25;0;0;1;22;0;2;0;0;28;0;0;0;552;20;31;0;7;0;8;0;0;0;90;0;95
8212;Karlsruhe, Stadtkreis;205608;159591;1123;158468;27998;33828;10774;20615;8910;44011;0;1438;1851;1608;71;622;385;0;182;0;0;89;138;0;44;0;0;463;0;0;0;2863;322;101;0;34;0;23;0;0;0;785;0;1313
8215;Karlsruhe;322530;256109;2150;253959;66094;57066;26678;37449;6838;38725;0;4935;2369;3829;260;789;462;0;188;0;0;41;365;0;33;0;0;341;0;0;0;4483;692;325;0;100;0;79;0;0;0;988;0;830
8216;Rastatt;166822;127069;1314;125755;33650;30341;14060;16959;3433;17105;0;2635;922;1717;131;465;158;0;95;0;0;24;165;0;15;0;0;104;0;0;0;2720;81;139;0;49;0;27;0;0;0;363;0;397
8221;Heidelberg, Stadtkreis;100223;81558;330;81228;13780;16719;3865;9892;5380;26703;0;528;691;572;26;213;212;0;81;0;0;29;69;0;23;0;0;213;0;0;0;998;90;21;0;16;0;20;0;0;0;290;0;797
8222;Mannheim, Stadtkreis;196863;142132;1165;140967;25682;35651;12846;18515;7066;29814;0;1871;1471;2178;146;529;241;0;146;0;0;81;216;0;58;0;0;200;0;0;0;1845;146;136;0;50;0;23;0;0;0;1212;0;844
8225;Neckar-Odenwald-Kreis;108278;82558;763;81795;24910;18562;10248;11082;1982;8393;0;2050;727;1034;133;262;186;0;40;0;0;10;130;0;10;0;0;69;0;0;0;1270;150;108;0;31;0;16;0;0;0;186;0;206
8226;Rhein-Neckar-Kreis;397462;314463;2755;311708;77477;75245;29310;44478;9334;51785;0;5427;2777;4406;408;1012;515;0;227;0;0;74;440;0;60;0;0;364;0;0;0;4828;511;293;0;79;0;63;0;0;0;1209;0;1386
8231;Pforzheim, Stadtkreis;74174;50001;519;49482;11493;10170;7852;7579;1620;6141;0;784;441;1036;60;183;82;0;44;0;0;33;61;0;6;0;0;57;0;0;0;694;158;410;0;18;0;17;0;0;0;335;0;208
8235;Calw;112513;86893;687;86206;24445;16077;11110;14506;2130;10194;0;1910;695;1253;112;271;262;0;72;0;0;20;106;0;17;0;0;85;0;0;0;1769;477;118;0;29;0;58;0;0;0;348;0;142
8236;Enzkreis;142952;113981;846;113135;27831;24092;14176;18925;2722;15072;0;2130;1091;2240;158;378;236;0;71;0;0;29;145;0;12;0;0;120;0;0;0;1734;661;456;0;37;0;35;0;0;0;375;0;409
8237;Freudenstadt;86579;65970;588;65382;18396;12494;8363;12264;1526;7107;0;1166;460;979;85;206;189;0;37;0;0;9;83;0;11;0;0;31;0;0;0;1223;318;84;0;19;0;40;0;0;0;181;0;111
8311;Freiburg im Breisgau, Stadtkreis;157938;126936;680;126256;17857;25975;5497;12010;10577;45404;0;954;1258;1269;33;336;410;0;179;0;0;59;84;0;13;0;0;218;0;0;0;2764;148;53;0;21;0;18;0;0;0;463;0;656
8315;Breisgau-Hochschwarzwald;194326;155782;1266;154516;38165;35652;10232;20403;5141;32198;0;2336;1278;2306;95;451;470;0;116;0;0;36;192;0;22;0;0;135;0;0;0;3907;324;143;0;38;0;31;0;0;0;432;0;413
8316;Emmendingen;123797;97379;687;96692;22999;23677;7240;12342;3185;18803;0;1673;931;1839;87;341;470;0;103;0;0;10;101;0;10;0;0;63;0;0;0;1929;138;91;0;30;0;19;0;0;0;240;0;371
8317;Ortenaukreis;316089;239266;2444;236822;61817;51849;23936;34376;6753;34603;0;5546;2121;3733;240;853;528;0;224;0;0;34;314;0;34;0;0;203;0;0;0;6989;381;329;0;101;0;60;0;0;0;1150;0;648
8325;Rottweil;102476;78338;913;77425;20902;14224;10374;14668;1732;8235;0;1489;462;953;102;286;649;0;53;0;0;4;117;0;10;0;0;105;0;0;0;2329;170;103;0;39;0;19;0;0;0;213;0;187
8326;Schwarzwald-Baar-Kreis;147679;110997;1217;109780;29026;23058;12212;17913;2756;14582;0;2046;770;1442;183;396;242;0;80;0;0;55;176;0;39;0;0;100;0;0;0;3519;278;131;0;46;0;28;0;0;0;370;0;332
8327;Tuttlingen;95706;71326;938;70388;19916;13299;9373;12100;1588;7801;0;1237;511;1012;119;263;178;0;53;0;0;8;99;0;14;0;0;138;0;0;0;1806;129;85;0;26;0;18;0;0;0;431;0;184
8335;Konstanz;206009;157563;1163;156400;36209;32657;13341;23509;5804;32913;0;2204;1643;1928;141;546;463;0;140;0;0;33;141;0;35;0;0;164;0;0;0;3022;221;167;0;45;0;103;0;0;0;401;0;570
8336;Lörrach;161441;119785;1053;118732;25596;29305;10299;17498;3819;21791;0;2035;1224;1646;106;576;228;0;120;0;0;65;161;0;22;0;0;113;0;0;0;2583;465;145;0;51;0;52;0;0;0;483;0;349
8337;Waldshut;119038;88732;772;87960;23774;19867;8286;12325;2319;13579;0;1814;551;1082;86;317;289;0;82;0;0;21;91;0;11;0;0;62;0;0;0;2295;152;110;0;38;0;17;0;0;0;299;0;493
8415;Reutlingen;199189;153820;1245;152575;39504;31535;15652;25288;5081;24197;0;2434;1239;1700;151;552;329;0;105;0;0;79;180;0;21;0;0;176;0;0;0;2442;445;205;0;71;0;49;0;0;0;689;0;451
8416;Tübingen;162818;133827;747;133080;27977;27207;8774;17764;7488;34454;0;1555;1090;1360;99;447;440;0;203;0;0;42;125;0;37;0;0;183;0;0;0;2145;287;114;0;27;0;29;0;0;0;694;0;539
8417;Zollernalbkreis;137649;102855;1155;101700;27369;20356;13226;18318;2737;11172;0;1721;959;1500;138;379;297;0;69;0;0;102;120;0;14;0;0;88;0;0;0;2048;201;113;0;31;0;22;0;0;0;489;0;231
8421;Ulm, Stadtkreis;82816;64752;378;64374;12959;14217;4467;8833;2798;15839;0;948;640;843;33;404;179;0;68;0;0;49;84;0;15;0;0;175;0;0;0;890;97;62;0;24;0;19;0;0;0;427;0;304
8425;Alb-Donau-Kreis;140560;112785;994;111791;33846;22201;11579;16556;2579;15399;0;2860;889;1648;140;510;336;0;75;0;0;38;168;0;21;0;0;135;0;0;0;1676;256;150;0;44;0;44;0;0;0;393;0;248
8426;Biberach;147677;116410;992;115418;35249;20300;12680;16723;2586;15718;0;3587;1051;1699;145;508;1027;0;110;0;0;11;164;0;13;0;0;99;0;0;0;2612;228;179;0;37;0;26;0;0;0;362;0;304
8435;Bodenseekreis;158573;126023;860;125163;33200;24900;10591;19832;3571;22069;0;2251;1250;1286;85;442;518;0;126;0;0;26;112;0;30;0;0;106;0;0;0;3435;181;144;0;42;0;44;0;0;0;491;0;431
